1412005	1412005	1513719	1513719	1617137
1617137	1490513	1490513	1654062	1654062
1314274	1314274	1350995	1350995	1571033
1571033	1532332	1532332	1361352	1361352
1856628	1856628	1411278	1411278	1463235
1463235	1536327	1536327	1719881	1719881
1573217	1573217	1550146	1550146	1434492
1434492	1534075	1534075	1625858	1625858
1367040	1367040	1491702	1491702	1470740
1470740
