1396273	1396273	1782336	1782336	946802.5
946802.5	1410213	1410213	1729732	1729732
1492651	1492651	1468925	1468925	1602413
1602413	1617083	1617083	1545822	1545822
1411204	1411204	1364387	1364387	1487604
1487604	1575627	1575627	1305775	1305775
1271531	1271531	1541268	1541268	1545809
1545809	1482360	1482360	1180237	1180237
1488915	1488915	1449203	1449203	1453097
1453097	1359293	1359293	1464016	1464016
1482472	1482472	1438940	1438940	1468985
1468985
